CustomerID,Recency,Frequency,Monetary,Rank,R_Quartile,F_Quartile,M_Quartile,RFMScore,CustomerClass
13658.0,9,5,130.88000000000002,1081.0,4,3,4,434,BigSpenders
13659.0,205,2,75.55,1629.0,1,2,3,123,Others
13662.0,85,3,67.8,1756.0,2,3,3,233,Others
13663.0,179,1,16.5,3381.0,1,1,1,111,LostCheap
13666.0,60,3,39.8,2358.0,2,3,2,232,Others
13667.0,149,1,4.16,4164.5,1,1,1,111,LostCheap
13668.0,2,21,325.20000000000005,460.0,4,4,4,444,Best
13669.0,50,2,17.55,3280.5,3,2,1,321,Others
13670.0,75,1,16.5,3381.0,2,1,1,211,Others
13672.0,301,2,81.0,1532.0,1,2,3,123,Others
13673.0,18,2,31.2,2673.0,3,2,2,322,Others
13675.0,151,2,54.96,1984.0,1,2,3,123,Others
13678.0,151,1,4.8,4129.0,1,1,1,111,LostCheap
13680.0,1,4,131.85,1074.0,4,3,4,434,BigSpenders
13681.0,17,4,55.61,1964.0,4,3,3,433,Others
13682.0,187,1,25.5,2864.0,1,1,2,112,Others
13684.0,285,1,3.0,4213.5,1,1,1,111,LostCheap
13685.0,2,7,1781.62,87.0,4,4,4,444,Best
13686.0,182,1,8.5,3928.5,1,1,1,111,LostCheap
13689.0,63,1,179.0,804.5,2,1,4,214,BigSpenders
13690.0,59,1,10.2,3809.0,2,1,1,211,Others
13692.0,24,3,74.9,1643.0,3,3,3,333,Others
13694.0,3,50,7519.060000000002,19.0,4,4,4,444,Best
13695.0,31,15,530.63,278.0,3,4,4,344,Loyal
13697.0,38,1,15.0,3524.5,3,1,1,311,Others
13699.0,155,1,17.700000000000003,3260.0,1,1,1,111,LostCheap
13700.0,26,10,238.83,607.5,3,4,4,344,Loyal
13703.0,318,1,99.5,1331.0,1,1,3,113,Others
13704.0,5,9,176.68,821.0,4,4,4,444,Best
13705.0,7,3,51.599999999999994,2058.0,4,3,3,433,Others
13706.0,302,1,7.800000000000001,3984.0,1,1,1,111,LostCheap
13707.0,267,2,25.2,2897.0,1,2,2,122,Others
13708.0,271,1,4.949999999999999,4125.5,1,1,1,111,LostCheap
13709.0,3,13,433.26000000000005,346.0,4,4,4,444,Best
13710.0,31,1,19.799999999999997,3140.0,3,1,2,312,Others
13711.0,218,2,55.400000000000006,1972.5,1,2,3,123,Others
13712.0,246,1,15.0,3524.5,1,1,1,111,LostCheap
13715.0,281,5,52.589999999999996,2041.0,1,3,3,133,Others
13716.0,269,1,7.5,3998.0,1,1,1,111,LostCheap
13717.0,32,6,60.99,1878.0,3,4,3,343,Loyal
13718.0,246,2,38.099999999999994,2417.0,1,2,2,122,Others
13719.0,15,5,83.25000000000001,1497.0,4,3,3,433,Others
13720.0,116,4,144.5,982.0,2,3,4,234,BigSpenders
13721.0,36,1,9.48,3884.0,3,1,1,311,Others
13722.0,131,3,78.63,1577.0,2,3,3,233,Others
13723.0,217,1,47.2,2166.5,1,1,3,113,Others
13725.0,49,8,251.2,582.0,3,4,4,344,Loyal
13726.0,38,2,26.52,2824.0,3,2,2,322,Others
13727.0,28,2,29.85,2742.5,3,2,2,322,Others
13728.0,36,6,89.24,1426.0,3,4,3,343,Loyal
13730.0,135,2,37.8,2423.5,2,2,2,222,Others
13731.0,219,2,34.5,2561.5,1,2,2,122,Others
13732.0,28,1,14.22,3613.5,3,1,1,311,Others
13735.0,24,4,58.50000000000001,1921.0,3,3,3,333,Others
13736.0,5,2,10.690000000000001,3769.0,4,2,1,421,Others
13737.0,200,1,73.94999999999999,1658.0,1,1,3,113,Others
13739.0,18,1,41.7,2296.5,3,1,2,312,Others
13740.0,240,1,5.04,4092.0,1,1,1,111,LostCheap
13741.0,71,3,81.85,1516.0,2,3,3,233,Others
13742.0,16,12,249.2,586.0,4,4,4,444,Best
13743.0,2,7,187.2,772.0,4,4,4,444,Best
13744.0,95,2,22.68,2984.0,2,2,2,222,Others
13745.0,162,1,9.0,3905.0,1,1,1,111,LostCheap
13747.0,373,1,79.6,1559.0,1,1,3,113,Others
13748.0,95,5,255.41000000000003,580.0,2,3,4,234,BigSpenders
13750.0,53,5,923.61,160.0,2,3,4,234,BigSpenders
13751.0,288,1,165.0,876.5,1,1,4,114,BigSpenders
13752.0,124,6,203.55,716.0,2,4,4,244,Loyal
13753.0,287,1,15.0,3524.5,1,1,1,111,LostCheap
13754.0,151,2,30.6,2681.5,1,2,2,122,Others
13755.0,3,9,103.18000000000002,1290.0,4,4,3,443,Loyal
13756.0,2,14,753.32,197.0,4,4,4,444,Best
13758.0,11,7,308.70000000000005,485.0,4,4,4,444,Best
13759.0,33,2,116.4,1188.0,3,2,3,323,Others
13760.0,54,2,7.99,3962.0,2,2,1,221,Others
13761.0,50,2,28.4,2783.0,3,2,2,322,Others
13762.0,218,1,104.39999999999999,1280.0,1,1,3,113,Others
13763.0,63,1,162.72,893.0,2,1,4,214,BigSpenders
13764.0,70,3,37.34,2436.0,2,3,2,232,Others
13767.0,2,37,1769.42,91.0,4,4,4,444,Best
13769.0,2,10,274.38,544.0,4,4,4,444,Best
13771.0,64,4,190.7,765.0,2,3,4,234,BigSpenders
13772.0,33,3,67.4,1764.0,3,3,3,333,Others
13774.0,81,1,19.8,3116.5,2,1,2,212,Others
13777.0,0,33,6032.1900000000005,23.0,4,4,4,444,Best
13778.0,103,1,8.25,3953.0,2,1,1,211,Others
13780.0,7,2,7.15,4009.5,4,2,1,421,Others
13781.0,250,1,4.25,4153.5,1,1,1,111,LostCheap
13782.0,12,6,47.97,2145.0,4,4,3,443,Loyal
13784.0,9,11,949.32,154.0,4,4,4,444,Best
13786.0,367,1,81.6,1522.5,1,1,3,113,Others
13787.0,75,2,29.5,2758.5,2,2,2,222,Others
13790.0,4,1,4.5600000000000005,4141.0,4,1,1,411,Others
13791.0,127,2,469.0,314.0,2,2,4,224,BigSpenders
13792.0,66,2,35.550000000000004,2498.0,2,2,2,222,Others
13798.0,1,57,8194.26,16.0,4,4,4,444,Best
13799.0,116,2,60.9,1879.0,2,2,3,223,Others
13800.0,309,1,30.0,2724.0,1,1,2,112,Others
13801.0,66,1,9.95,3854.0,2,1,1,211,Others
13802.0,138,3,206.8,702.0,2,3,4,234,BigSpenders
13803.0,255,1,17.700000000000003,3260.0,1,1,1,111,LostCheap
13804.0,30,7,147.99,966.0,3,4,4,344,Loyal
13805.0,52,2,205.48000000000002,706.0,2,2,4,224,BigSpenders
13806.0,63,1,65.4,1802.0,2,1,3,213,Others
13807.0,367,1,19.799999999999997,3140.0,1,1,2,112,Others
13808.0,5,5,181.98,794.0,4,3,4,434,BigSpenders
13809.0,305,1,7.95,3969.5,1,1,1,111,LostCheap
13810.0,28,3,717.1,207.0,3,3,4,334,BigSpenders
13811.0,183,3,294.75,508.0,1,3,4,134,BigSpenders
13812.0,42,3,42.480000000000004,2277.0,3,3,2,332,Others
13813.0,39,4,73.2,1664.5,3,3,3,333,Others
13814.0,92,2,30.6,2681.5,2,2,2,222,Others
13815.0,22,4,144.9,980.0,3,3,4,334,BigSpenders
13816.0,23,2,76.5,1609.0,3,2,3,323,Others
13817.0,29,2,38.5,2400.5,3,2,2,322,Others
13819.0,301,3,54.2,2004.0,1,3,3,133,Others
13821.0,144,2,31.740000000000002,2659.0,1,2,2,122,Others
13822.0,5,2,12.09,3719.0,4,2,1,421,Others
13823.0,18,2,50.5,2078.0,3,2,3,323,Others
13824.0,32,5,313.0,480.0,3,3,4,334,BigSpenders
13826.0,176,1,21.9,3008.0,1,1,2,112,Others
13827.0,57,3,11.1,3755.0,2,3,1,231,Others
13828.0,22,1,14.850000000000001,3591.0,3,1,1,311,Others
13831.0,16,6,692.3,211.0,4,4,4,444,Best
13832.0,19,1,17.4,3303.5,3,1,1,311,Others
13833.0,159,1,15.9,3420.0,1,1,1,111,LostCheap
13835.0,25,4,81.45,1526.0,3,3,3,333,Others
13837.0,211,2,18.75,3191.5,1,2,2,122,Others
13838.0,5,4,26.049999999999997,2838.0,4,3,2,432,Others
13841.0,252,1,85.0,1473.0,1,1,3,113,Others
13842.0,58,9,157.16000000000003,923.0,2,4,4,244,Loyal
13844.0,11,1,20.8,3036.0,4,1,2,412,Others
13845.0,64,1,19.799999999999997,3140.0,2,1,2,212,Others
13846.0,24,3,46.95,2174.0,3,3,2,332,Others
13848.0,92,3,1120.0,133.0,2,3,4,234,BigSpenders
13849.0,51,2,32.7,2628.5,2,2,2,222,Others
13850.0,129,1,17.4,3303.5,2,1,1,211,Others
13851.0,95,3,39.7,2362.0,2,3,2,232,Others
13853.0,57,1,118.44,1174.0,2,1,3,213,Others
13854.0,8,25,3147.08,55.0,4,4,4,444,Best
13856.0,168,3,177.0,819.0,1,3,4,134,BigSpenders
13858.0,57,1,12.600000000000001,3687.0,2,1,1,211,Others
13859.0,326,1,3.75,4187.5,1,1,1,111,LostCheap
13860.0,1,5,97.74000000000001,1346.5,4,3,3,433,Others
13862.0,18,8,121.38,1146.0,3,4,3,343,Loyal
13863.0,247,1,11.9,3727.5,1,1,1,111,LostCheap
13865.0,58,4,72.2,1682.0,2,3,3,233,Others
13866.0,74,1,27.04,2816.5,2,1,2,212,Others
13867.0,31,3,45.9,2196.0,3,3,2,332,Others
13868.0,7,2,2700.0,64.0,4,2,4,424,BigSpenders
13869.0,123,4,38.1,2416.0,2,3,2,232,Others
13870.0,2,8,170.20000000000002,855.0,4,4,4,444,Best
13871.0,22,13,280.61000000000007,532.0,3,4,4,344,Loyal
13873.0,119,3,61.6,1864.0,2,3,3,233,Others
13874.0,358,1,17.85,3231.0,1,1,2,112,Others
13875.0,53,5,106.96000000000001,1259.0,2,3,3,233,Others
13876.0,63,1,15.0,3524.5,2,1,1,211,Others
13877.0,86,1,69.6,1723.0,2,1,3,213,Others
13878.0,54,1,60.0,1892.5,2,1,3,213,Others
13880.0,21,13,333.09,442.0,3,4,4,344,Loyal
13881.0,3,20,2949.2000000000003,61.0,4,4,4,444,Best
13882.0,2,5,87.75,1442.0,4,3,3,433,Others
13883.0,10,5,76.9,1602.0,4,3,3,433,Others
13884.0,7,5,79.2,1565.5,4,3,3,433,Others
13885.0,189,2,23.4,2960.0,1,2,2,122,Others
13886.0,71,1,10.2,3809.0,2,1,1,211,Others
13887.0,204,1,9.959999999999999,3844.5,1,1,1,111,LostCheap
13888.0,119,2,20.200000000000003,3075.0,2,2,2,222,Others
13889.0,92,1,25.0,2906.0,2,1,2,212,Others
13890.0,1,10,148.31,961.0,4,4,4,444,Best
13892.0,26,4,171.84,848.0,3,3,4,334,BigSpenders
13893.0,297,1,15.9,3420.0,1,1,1,111,LostCheap
13894.0,23,3,71.7,1689.5,3,3,3,333,Others
13895.0,28,4,82.45000000000002,1512.0,3,3,3,333,Others
13897.0,50,1,15.0,3524.5,3,1,1,311,Others
13898.0,325,1,10.2,3809.0,1,1,1,111,LostCheap
13899.0,16,2,68.4,1745.5,4,2,3,423,Others
13900.0,183,3,37.019999999999996,2445.0,1,3,2,132,Others
13901.0,72,5,126.91,1104.0,2,3,3,233,Others
13904.0,37,2,32.34,2639.5,3,2,2,322,Others
13908.0,79,4,77.33,1596.0,2,3,3,233,Others
13911.0,57,9,200.12,731.0,2,4,4,244,Loyal
13914.0,11,2,25.62,2847.5,4,2,2,422,Others
13917.0,49,2,17.28,3325.0,3,2,1,321,Others
13918.0,49,2,99.72,1326.0,3,2,3,323,Others
13919.0,59,2,54.599999999999994,1995.0,2,2,3,223,Others
13922.0,351,1,17.700000000000003,3260.0,1,1,1,111,LostCheap
13923.0,53,1,5.04,4092.0,2,1,1,211,Others
13924.0,1,6,74.72,1647.0,4,4,3,443,Loyal
13925.0,92,4,85.9,1461.0,2,3,3,233,Others
13926.0,23,1,35.400000000000006,2509.0,3,1,2,312,Others
13927.0,74,1,16.6,3361.5,2,1,1,211,Others
13928.0,10,4,80.20000000000002,1548.0,4,3,3,433,Others
13929.0,169,2,459.2,323.0,1,2,4,124,BigSpenders
13930.0,57,2,35.6,2494.5,2,2,2,222,Others
13931.0,95,2,274.5,543.0,2,2,4,224,BigSpenders
13932.0,294,1,17.0,3339.0,1,1,1,111,LostCheap
13933.0,109,2,40.050000000000004,2343.0,2,2,2,222,Others
13934.0,263,1,19.799999999999997,3140.0,1,1,2,112,Others
13936.0,179,1,3.4799999999999995,4197.5,1,1,1,111,LostCheap
13937.0,169,1,30.599999999999998,2688.0,1,1,2,112,Others
13938.0,35,1,13.28,3644.0,3,1,1,311,Others
13939.0,23,3,63.00000000000001,1839.0,3,3,3,333,Others
13940.0,17,4,82.2,1514.0,4,3,3,433,Others
13941.0,21,5,390.48,380.0,3,3,4,334,BigSpenders
13946.0,79,3,238.01999999999998,610.0,2,3,4,234,BigSpenders
13947.0,65,1,13.5,3640.0,2,1,1,211,Others
13948.0,360,1,46.8,2180.0,1,1,2,112,Others
13949.0,2,6,129.93,1086.0,4,4,3,443,Loyal
13950.0,11,4,133.68,1064.5,4,3,4,434,BigSpenders
13951.0,176,3,50.099999999999994,2096.5,1,3,3,133,Others
13952.0,217,2,54.0,2009.5,1,2,3,123,Others
13953.0,7,7,3019.8,60.0,4,4,4,444,Best
13954.0,1,2,38.4,2405.5,4,2,2,422,Others
13955.0,154,2,55.95,1959.5,1,2,3,123,Others
13956.0,5,5,16.2,3405.0,4,3,1,431,Others
13959.0,79,3,58.25,1929.5,2,3,3,233,Others
13960.0,21,2,35.400000000000006,2509.0,3,2,2,322,Others
13962.0,21,2,35.5,2500.5,3,2,2,322,Others
13963.0,308,4,129.3,1090.0,1,3,3,133,Others
13967.0,145,1,35.7,2487.0,1,1,2,112,Others
13969.0,7,18,451.6799999999999,329.0,4,4,4,444,Best
13971.0,18,8,148.25,962.0,3,4,4,344,Loyal
13972.0,70,2,24.659999999999997,2926.0,2,2,2,222,Others
13973.0,287,1,15.0,3524.5,1,1,1,111,LostCheap
13974.0,49,1,15.0,3524.5,3,1,1,311,Others
13975.0,31,6,101.24000000000001,1313.0,3,4,3,343,Loyal
13976.0,206,1,69.36,1726.5,1,1,3,113,Others
13978.0,14,2,78.36000000000001,1579.0,4,2,3,423,Others
13979.0,73,1,20.8,3036.0,2,1,2,212,Others
13980.0,60,1,22.5,2992.5,2,1,2,212,Others
13982.0,39,4,117.5,1181.0,3,3,3,333,Others
13983.0,29,12,797.79,188.0,3,4,4,344,Loyal
13984.0,26,5,679.3800000000001,218.0,3,3,4,334,BigSpenders
13985.0,4,15,309.86,482.0,4,4,4,444,Best
13986.0,17,1,35.400000000000006,2509.0,4,1,2,412,Others
13988.0,19,6,135.18,1053.0,3,4,4,344,Loyal
13989.0,65,2,39.6,2366.0,2,2,2,222,Others
13990.0,213,1,23.4,2960.0,1,1,2,112,Others
13991.0,12,6,61.940000000000005,1862.0,4,4,3,443,Loyal
13992.0,30,1,20.0,3085.5,3,1,2,312,Others
13993.0,42,9,330.0,451.0,3,4,4,344,Loyal
13994.0,3,6,134.4,1059.0,4,4,4,444,Best
13995.0,15,5,82.5,1511.0,4,3,3,433,Others
13999.0,10,12,322.01,467.0,4,4,4,444,Best
14000.0,211,1,61.199999999999996,1873.5,1,1,3,113,Others
14001.0,45,3,72.44,1676.0,3,3,3,333,Others
14002.0,134,2,17.88,3220.0,2,2,2,222,Others
14004.0,43,7,152.04999999999998,946.0,3,4,4,344,Loyal
14005.0,9,5,265.8,559.5,4,3,4,434,BigSpenders
14006.0,115,3,110.52000000000001,1224.0,2,3,3,233,Others
14009.0,198,2,45.3,2210.0,1,2,2,122,Others
14012.0,277,1,37.2,2439.5,1,1,2,112,Others
14013.0,110,3,36.78,2458.0,2,3,2,232,Others
14014.0,77,1,15.0,3524.5,2,1,1,211,Others
14015.0,52,1,108.48,1243.0,2,1,3,213,Others
14016.0,161,4,61.97999999999999,1861.0,1,3,3,133,Others
14019.0,46,3,44.849999999999994,2228.0,3,3,2,332,Others
14020.0,16,2,49.8,2112.5,4,2,3,423,Others
14021.0,155,3,98.8,1335.0,1,3,3,133,Others
14022.0,225,1,10.5,3780.0,1,1,1,111,LostCheap
14023.0,7,2,32.4,2636.0,4,2,2,422,Others
14024.0,121,2,35.650000000000006,2493.0,2,2,2,222,Others
14027.0,60,1,17.4,3303.5,2,1,1,211,Others
14029.0,63,2,130.2,1083.5,2,2,4,224,BigSpenders
14030.0,18,8,72.45,1675.0,3,4,3,343,Loyal
14031.0,7,19,3839.7,45.0,4,4,4,444,Best
14032.0,2,11,580.3800000000001,253.0,4,4,4,444,Best
14034.0,22,3,30.130000000000003,2707.0,3,3,2,332,Others
14035.0,28,5,241.5,601.0,3,3,4,334,BigSpenders
14036.0,284,1,25.200000000000003,2890.0,1,1,2,112,Others
14037.0,176,2,25.650000000000002,2846.0,1,2,2,122,Others
14038.0,78,3,62.400000000000006,1855.5,2,3,3,233,Others
14039.0,33,1,69.6,1723.0,3,1,3,313,Others
14040.0,40,12,321.49,468.0,3,4,4,344,Loyal
14041.0,266,1,0.58,4334.0,1,1,1,111,LostCheap
14044.0,26,4,28.099999999999998,2787.0,3,3,2,332,Others
14045.0,109,4,1221.75,123.0,2,3,4,234,BigSpenders
14046.0,284,1,19.080000000000002,3181.0,1,1,2,112,Others
14047.0,8,5,143.5,991.0,4,3,4,434,BigSpenders
14048.0,305,1,3.3,4207.5,1,1,1,111,LostCheap
14049.0,16,4,105.25,1275.0,4,3,3,433,Others
14050.0,31,2,35.28,2519.0,3,2,2,322,Others
14051.0,0,23,1747.6000000000001,94.0,4,4,4,444,Best
14052.0,19,1,2.08,4259.5,3,1,1,311,Others
14053.0,124,2,218.5,668.0,2,2,4,224,BigSpenders
14054.0,65,1,16.5,3381.0,2,1,1,211,Others
14055.0,106,1,23.9,2932.5,2,1,2,212,Others
14056.0,1,23,278.96999999999997,537.0,4,4,4,444,Best
14057.0,23,17,785.5000000000001,192.0,3,4,4,344,Loyal
14059.0,266,1,23.4,2960.0,1,1,2,112,Others
14060.0,4,19,758.6800000000001,196.0,4,4,4,444,Best
14062.0,9,12,1200.8200000000002,126.0,4,4,4,444,Best
14064.0,29,5,36.2,2469.0,3,3,2,332,Others
14066.0,266,1,17.700000000000003,3260.0,1,1,1,111,LostCheap
14067.0,63,2,28.0,2791.0,2,2,2,222,Others
14068.0,320,1,29.5,2758.5,1,1,2,112,Others
14071.0,3,8,100.59000000000002,1318.0,4,4,3,443,Loyal
14073.0,32,1,10.2,3809.0,3,1,1,311,Others
14075.0,4,3,120.66,1155.0,4,3,3,433,Others
14076.0,129,1,16.95,3351.0,2,1,1,211,Others
14077.0,40,5,66.85,1776.0,3,3,3,333,Others
14078.0,101,6,324.34,463.0,2,4,4,244,Loyal
14079.0,124,1,15.0,3524.5,2,1,1,211,Others
14080.0,32,1,10.2,3809.0,3,1,1,311,Others
14081.0,302,2,25.849999999999998,2842.0,1,2,2,122,Others
14082.0,364,1,2.1,4252.0,1,1,1,111,LostCheap
14083.0,4,9,69.00000000000001,1733.0,4,4,3,443,Loyal
14085.0,2,18,213.98000000000002,679.0,4,4,4,444,Best
14087.0,2,1,2.16,4249.0,4,1,1,411,Others
14088.0,10,13,1376.38,112.0,4,4,4,444,Best
14089.0,56,1,16.5,3381.0,2,1,1,211,Others
14090.0,324,1,76.32000000000001,1614.0,1,1,3,113,Others
14092.0,7,14,313.23,478.0,4,4,4,444,Best
14093.0,12,1,1.95,4269.0,4,1,1,411,Others
14096.0,4,17,144.29000000000002,983.0,4,4,4,444,Best
14098.0,36,1,8.25,3953.0,3,1,1,311,Others
14099.0,16,11,208.94,692.0,4,4,4,444,Best
14100.0,137,1,7.95,3969.5,2,1,1,211,Others
14101.0,73,6,1682.1999999999998,99.0,2,4,4,244,Loyal
14102.0,5,5,193.35,756.0,4,3,4,434,BigSpenders
14104.0,154,2,89.16,1428.0,1,2,3,123,Others
14105.0,239,1,25.5,2864.0,1,1,2,112,Others
14107.0,51,7,184.92,782.0,2,4,4,244,Loyal
14108.0,30,2,17.880000000000003,3218.0,3,2,2,322,Others
14109.0,72,1,15.0,3524.5,2,1,1,211,Others
14110.0,3,12,1773.74,89.0,4,4,4,444,Best
14111.0,14,4,332.1,445.0,4,3,4,434,BigSpenders
14112.0,22,7,171.0,852.0,3,4,4,344,Loyal
14113.0,3,4,340.8,435.0,4,3,4,434,BigSpenders
14114.0,273,2,107.39999999999999,1252.0,1,2,3,123,Others
14116.0,19,5,82.77,1509.0,3,3,3,333,Others
14117.0,143,1,30.0,2724.0,1,1,2,112,Others
14121.0,3,4,87.41999999999999,1448.0,4,3,3,433,Others
14124.0,84,1,90.0,1417.5,2,1,3,213,Others
14125.0,10,3,47.28,2164.0,4,3,3,433,Others
14126.0,7,3,142.7,999.0,4,3,4,434,BigSpenders
14127.0,122,3,23.84,2935.0,2,3,2,232,Others
14128.0,60,2,14.399999999999999,3609.0,2,2,1,221,Others
14129.0,1,5,93.39999999999999,1381.0,4,3,3,433,Others
14130.0,319,1,15.0,3524.5,1,1,1,111,LostCheap
14132.0,2,11,283.63999999999993,525.0,4,4,4,444,Best
14133.0,129,3,53.519999999999996,2018.0,2,3,3,233,Others
14135.0,1,15,803.0500000000001,186.0,4,4,4,444,Best
14138.0,1,2,27.42,2804.5,4,2,2,422,Others
14139.0,46,1,9.36,3891.5,3,1,1,311,Others
14140.0,3,2,39.0,2388.5,4,2,2,422,Others
14141.0,2,4,134.25,1060.0,4,3,4,434,BigSpenders
14142.0,373,1,17.88,3220.0,1,1,2,112,Others
14143.0,133,1,17.0,3339.0,2,1,1,211,Others
14145.0,46,4,1425.6,107.0,3,3,4,334,BigSpenders
14146.0,8,5,77.75999999999999,1589.5,4,3,3,433,Others
14147.0,78,2,217.6,669.0,2,2,4,224,BigSpenders
14148.0,233,1,127.5,1095.0,1,1,3,113,Others
14149.0,220,1,17.700000000000003,3260.0,1,1,1,111,LostCheap
14150.0,35,2,127.20000000000002,1100.0,3,2,3,323,Others
14152.0,75,2,18.46,3204.0,2,2,2,222,Others
14154.0,239,2,43.2,2257.0,1,2,2,122,Others
14155.0,266,1,17.85,3231.0,1,1,2,112,Others
14156.0,9,55,6010.729999999998,24.0,4,4,4,444,Best
14157.0,19,2,24.75,2923.5,3,2,2,322,Others
14158.0,40,1,4.5600000000000005,4141.0,3,1,1,311,Others
14159.0,19,11,75.64,1626.5,3,4,3,343,Loyal
14161.0,215,3,47.29,2163.0,1,3,3,133,Others
14162.0,173,2,33.45,2599.0,1,2,2,122,Others
14163.0,87,4,178.3,808.0,2,3,4,234,BigSpenders
14164.0,70,2,423.25,354.0,2,2,4,224,BigSpenders
14165.0,275,1,5.9,4058.0,1,1,1,111,LostCheap
14167.0,39,4,52.45,2043.0,3,3,3,333,Others
14171.0,98,1,8.5,3928.5,2,1,1,211,Others
14173.0,10,4,51.629999999999995,2057.0,4,3,3,433,Others
14174.0,33,1,5.78,4065.0,3,1,1,311,Others
14175.0,59,3,53.3,2022.0,2,3,3,233,Others
14176.0,297,4,96.00000000000001,1360.0,1,3,3,133,Others
14177.0,86,4,174.55,841.0,2,3,4,234,BigSpenders
14178.0,8,7,47.52,2157.0,4,4,3,443,Loyal
14179.0,40,2,3.9000000000000004,4177.5,3,2,1,321,Others
14180.0,10,25,658.52,222.0,4,4,4,444,Best
14184.0,66,1,33.0,2616.0,2,1,2,212,Others
14185.0,331,1,12.75,3666.0,1,1,1,111,LostCheap
14188.0,30,6,101.7,1308.5,3,4,3,343,Loyal
14189.0,2,15,276.5700000000001,540.0,4,4,4,444,Best
14191.0,1,13,291.91,512.0,4,4,4,444,Best
14193.0,67,2,37.8,2423.5,2,2,2,222,Others
14194.0,4,21,503.78000000000003,293.0,4,4,4,444,Best
14195.0,201,2,336.6,438.0,1,2,4,124,BigSpenders
14196.0,106,1,30.0,2724.0,2,1,2,212,Others
14198.0,18,4,75.65,1625.0,3,3,3,333,Others
14199.0,218,1,175.2,832.5,1,1,4,114,BigSpenders
14201.0,60,7,205.85999999999999,705.0,2,4,4,244,Loyal
14204.0,2,1,2.08,4259.5,4,1,1,411,Others
14205.0,16,2,41.1,2311.5,4,2,2,422,Others
14206.0,239,1,23.4,2960.0,1,1,2,112,Others
14208.0,94,1,10.5,3780.0,2,1,1,211,Others
14209.0,10,6,120.7,1154.0,4,4,3,443,Loyal
14210.0,105,6,108.5,1241.5,2,4,3,243,Loyal
14211.0,53,9,233.88,622.0,2,4,4,244,Loyal
14212.0,89,1,237.60000000000002,613.5,2,1,4,214,BigSpenders
14214.0,30,5,78.89999999999999,1574.0,3,3,3,333,Others
14215.0,11,6,115.0,1197.5,4,4,3,443,Loyal
14216.0,3,4,200.06,732.0,4,3,4,434,BigSpenders
14217.0,1,17,493.22999999999996,298.0,4,4,4,444,Best
14218.0,42,1,4.5600000000000005,4141.0,3,1,1,311,Others
14219.0,4,1,16.5,3381.0,4,1,1,411,Others
14220.0,247,2,62.050000000000004,1860.0,1,2,3,123,Others
14221.0,42,9,196.79999999999998,744.0,3,4,4,344,Loyal
14222.0,177,1,10.5,3780.0,1,1,1,111,LostCheap
14223.0,92,3,46.699999999999996,2184.0,2,3,2,232,Others
14224.0,110,4,54.25,2002.5,2,3,3,233,Others
14226.0,28,5,164.85,878.0,3,3,4,334,BigSpenders
14227.0,26,10,204.69,712.0,3,4,4,344,Loyal
14229.0,51,3,191.0,763.0,2,3,4,234,BigSpenders
14231.0,183,3,105.4,1272.0,1,3,3,133,Others
14232.0,42,5,97.74000000000001,1346.5,3,3,3,333,Others
14233.0,49,4,364.40000000000003,403.0,3,3,4,334,BigSpenders
14234.0,22,4,46.980000000000004,2173.0,3,3,2,332,Others
14235.0,75,5,349.99999999999994,424.0,2,3,4,234,BigSpenders
14236.0,80,2,171.6,850.0,2,2,4,224,BigSpenders
14237.0,373,1,14.850000000000001,3591.0,1,1,1,111,LostCheap
14238.0,326,1,22.5,2992.5,1,1,2,112,Others
14239.0,43,11,202.17,727.0,3,4,4,344,Loyal
14240.0,30,2,29.759999999999998,2747.0,3,2,2,322,Others
14241.0,183,1,17.700000000000003,3260.0,1,1,1,111,LostCheap
14242.0,234,2,40.5,2326.5,1,2,2,122,Others
14243.0,8,10,256.68,575.0,4,4,4,444,Best
14245.0,219,2,28.5,2778.5,1,2,2,122,Others
14246.0,110,3,62.25000000000001,1858.0,2,3,3,233,Others
14247.0,278,1,9.95,3854.0,1,1,1,111,LostCheap
14248.0,318,1,15.0,3524.5,1,1,1,111,LostCheap
14250.0,7,3,54.150000000000006,2005.5,4,3,3,433,Others
14251.0,1,5,358.19999999999993,413.0,4,3,4,434,BigSpenders
14256.0,260,2,23.72,2940.0,1,2,2,122,Others
14257.0,64,5,157.77,919.0,2,3,4,234,BigSpenders
14258.0,9,9,1072.6999999999998,141.0,4,4,4,444,Best
14259.0,141,1,33.0,2616.0,2,1,2,212,Others
14261.0,50,2,36.3,2468.0,3,2,2,322,Others
14262.0,8,8,303.12,490.0,4,4,4,444,Best
14264.0,154,2,55.2,1976.5,1,2,3,123,Others
14265.0,109,2,45.3,2210.0,2,2,2,222,Others
14267.0,162,3,45.480000000000004,2201.5,1,3,2,132,Others
14270.0,331,1,23.8,2937.5,1,1,2,112,Others
14271.0,225,1,7.800000000000001,3984.0,1,1,1,111,LostCheap
14272.0,73,2,35.5,2500.5,2,2,2,222,Others
14273.0,51,4,83.2,1499.5,2,3,3,233,Others
14276.0,98,3,66.1,1785.0,2,3,3,233,Others
14277.0,15,3,55.2,1976.5,4,3,3,433,Others
14280.0,196,1,14.850000000000001,3591.0,1,1,1,111,LostCheap
14282.0,3,15,399.34000000000003,374.0,4,4,4,444,Best
14284.0,30,2,37.85,2421.0,3,2,2,322,Others
14285.0,21,4,222.20000000000005,659.0,3,3,4,334,BigSpenders
14286.0,23,3,43.2,2257.0,3,3,2,332,Others
