CustomerID,LastPurshaceDate,Recency,Frequency,Monetary,Rank,R_Quartile,F_Quartile,M_Quartile,RFMScore
14196.0,2011-08-25,106,1,30.0,2386.5,2,1,2,212
14198.0,2011-11-21,18,4,75.65,1390.0,3,3,3,333
14199.0,2011-05-05,218,1,175.2,699.5,1,1,4,114
14201.0,2011-10-10,60,7,205.85999999999999,596.0,2,4,4,244
14204.0,2011-12-07,2,1,2.08,3781.0,4,1,1,411
14205.0,2011-11-23,16,2,41.1,2014.5,4,2,2,422
14206.0,2011-04-14,239,1,23.4,2592.0,1,1,2,112
14208.0,2011-09-06,94,1,10.5,3332.0,2,1,1,211
14209.0,2011-11-29,10,6,120.7,977.0,4,4,3,443
14210.0,2011-08-26,105,5,90.80000000000001,1198.0,2,3,3,233
14211.0,2011-10-17,53,9,233.88,524.0,2,4,4,244
14212.0,2011-09-11,89,1,237.60000000000002,520.5,2,1,4,214
14214.0,2011-11-09,30,5,78.89999999999999,1347.0,3,3,3,333
14215.0,2011-11-28,11,5,94.60000000000001,1169.0,4,3,3,433
14216.0,2011-12-06,3,4,200.06,621.0,4,3,4,434
14217.0,2011-12-08,1,16,474.2799999999999,256.0,4,4,4,444
14218.0,2011-10-28,42,1,4.5600000000000005,3660.0,3,1,1,311
14219.0,2011-12-05,4,1,16.5,2972.0,4,1,1,411
14220.0,2011-04-06,247,2,62.050000000000004,1605.0,1,2,3,123
14221.0,2011-10-28,42,9,196.79999999999998,628.0,3,4,4,344
14222.0,2011-06-15,177,1,10.5,3332.0,1,1,1,111
14223.0,2011-09-08,92,3,46.699999999999996,1895.0,2,3,3,233
14224.0,2011-08-21,110,4,54.25,1725.5,2,3,3,233
14226.0,2011-11-11,28,5,164.85,740.0,3,3,4,334
14227.0,2011-11-13,26,10,204.69,601.0,3,4,4,344
14229.0,2011-10-19,51,3,191.0,640.0,2,3,4,234
14231.0,2011-06-09,183,3,105.4,1083.0,1,3,3,133
14232.0,2011-10-28,42,5,97.74000000000001,1144.5,3,3,3,333
14233.0,2011-10-21,49,4,364.40000000000003,336.0,3,3,4,334
14234.0,2011-11-17,22,4,46.980000000000004,1885.0,3,3,3,333
14235.0,2011-09-25,75,5,349.99999999999994,350.0,2,3,4,234
14236.0,2011-09-20,80,1,13.200000000000001,3217.0,2,1,1,211
14238.0,2011-01-17,326,1,22.5,2622.0,1,1,2,112
14239.0,2011-10-27,43,11,202.17,613.0,3,4,4,344
14240.0,2011-11-09,30,2,29.759999999999998,2406.0,3,2,2,322
14241.0,2011-06-09,183,1,17.700000000000003,2860.0,1,1,2,112
14242.0,2011-04-19,234,2,40.5,2028.5,1,2,2,122
14243.0,2011-12-01,8,10,256.68,488.0,4,4,4,444
14245.0,2011-05-04,219,2,28.5,2432.0,1,2,2,122
14246.0,2011-08-21,110,3,62.25000000000001,1604.0,2,3,3,233
14247.0,2011-03-06,278,1,9.95,3394.5,1,1,1,111
14248.0,2011-01-25,318,1,15.0,3106.0,1,1,1,111
14250.0,2011-12-02,7,3,54.150000000000006,1728.5,4,3,3,433
14251.0,2011-12-08,1,5,358.19999999999993,344.0,4,3,4,434
14256.0,2011-03-24,260,2,23.72,2573.0,1,2,2,122
14257.0,2011-10-06,64,5,157.77,772.0,2,3,4,234
14258.0,2011-11-30,9,9,1072.6999999999998,117.0,4,4,4,444
14259.0,2011-07-21,141,1,33.0,2291.5,1,1,2,112
14261.0,2011-10-20,50,2,36.3,2165.0,2,2,2,222
14262.0,2011-12-01,8,8,303.12,412.0,4,4,4,444
14264.0,2011-07-08,154,2,55.2,1705.0,1,2,3,123
14267.0,2011-06-30,162,3,45.480000000000004,1914.5,1,3,3,133
14270.0,2011-01-12,331,1,23.8,2571.5,1,1,2,112
14271.0,2011-04-28,225,1,7.800000000000001,3509.5,1,1,1,111
14272.0,2011-09-27,73,2,35.5,2192.0,2,2,2,222
14273.0,2011-10-19,51,4,83.2,1278.5,2,3,3,233
14276.0,2011-09-02,98,3,66.1,1529.0,2,3,3,233
14280.0,2011-05-27,196,1,14.850000000000001,3163.5,1,1,1,111
14282.0,2011-12-06,3,14,321.34000000000003,388.0,4,4,4,444
14284.0,2011-11-09,30,2,37.85,2122.0,3,2,2,322
14285.0,2011-11-18,21,4,222.20000000000005,554.0,3,3,4,334
14286.0,2011-11-16,23,3,43.2,1964.0,3,3,2,332
14287.0,2011-12-01,8,3,59.78,1640.0,4,3,3,433
14288.0,2011-05-10,213,1,35.400000000000006,2200.5,1,1,2,112
14289.0,2011-12-01,8,6,133.32,899.0,4,4,4,444
14290.0,2011-11-28,11,5,70.78,1455.0,4,3,3,433
14291.0,2011-12-08,1,11,212.83,577.0,4,4,4,444
14292.0,2011-12-02,7,9,403.62,310.0,4,4,4,444
14293.0,2011-12-06,3,3,63.599999999999994,1578.0,4,3,3,433
14295.0,2011-10-30,40,1,15.0,3106.0,3,1,1,311
14297.0,2011-11-22,17,4,109.25,1047.0,4,3,3,433
14298.0,2011-12-01,8,44,2386.5700000000006,59.0,4,4,4,444
14299.0,2011-12-01,8,9,323.4,383.0,4,4,4,444
14300.0,2011-11-21,18,1,16.5,2972.0,3,1,1,311
14301.0,2011-08-14,117,1,60.0,1631.5,2,1,3,213
14304.0,2011-05-01,222,1,30.0,2386.5,1,1,2,112
14305.0,2011-09-29,71,3,35.6,2187.5,2,3,2,232
14306.0,2011-10-19,51,2,237.68,518.5,2,2,4,224
14307.0,2011-09-12,88,5,80.03999999999999,1324.0,2,3,3,233
14309.0,2011-12-01,8,9,228.00000000000003,539.0,4,4,4,444
14311.0,2011-04-11,242,1,10.2,3358.5,1,1,1,111
14312.0,2011-10-24,46,6,96.52000000000001,1151.0,3,4,3,343
14314.0,2011-08-25,106,1,4.8,3650.0,2,1,1,211
14315.0,2011-10-26,44,6,138.57999999999998,867.0,3,4,4,344
14317.0,2011-10-06,64,1,16.5,2972.0,2,1,1,211
14320.0,2011-05-17,206,2,20.04,2706.0,1,2,2,122
14321.0,2011-11-29,10,5,117.84,997.0,4,3,3,433
14323.0,2011-08-17,114,2,35.7,2180.5,2,2,2,222
14326.0,2011-04-11,242,1,60.0,1631.5,1,1,3,113
14327.0,2011-06-29,163,1,39.599999999999994,2070.0,1,1,2,112
14329.0,2011-11-22,17,7,184.05,658.0,4,4,4,444
14331.0,2011-08-07,124,2,32.85,2298.5,2,2,2,222
14332.0,2011-11-17,22,3,204.84,600.0,3,3,4,334
14333.0,2011-10-03,67,1,50.0,1817.5,2,1,3,213
14334.0,2011-11-23,16,8,114.95,1016.0,4,4,3,443
14336.0,2011-11-23,16,4,74.4,1409.0,4,3,3,433
14338.0,2011-07-01,161,2,25.950000000000003,2484.5,1,2,2,122
14339.0,2011-04-11,242,1,17.4,2898.0,1,1,1,111
14340.0,2011-05-05,218,1,27.0,2468.5,1,1,2,112
14341.0,2011-10-25,45,8,142.05,845.0,3,4,4,344
14342.0,2011-11-18,21,4,223.2,551.5,3,3,4,334
14344.0,2011-08-04,127,6,78.15,1359.0,2,4,3,243
14345.0,2011-11-01,38,1,15.0,3106.0,3,1,1,311
14346.0,2011-08-11,120,2,22.5,2622.0,2,2,2,222
14348.0,2011-03-24,260,1,91.80000000000001,1189.5,1,1,3,113
14349.0,2011-11-29,10,1,1.95,3790.5,4,1,1,411
14350.0,2011-03-10,274,1,19.8,2734.5,1,1,2,112
14351.0,2011-06-28,164,1,51.0,1783.0,1,1,3,113
14352.0,2011-07-05,157,4,148.0,812.0,1,3,4,134
14353.0,2011-05-08,215,1,3.9000000000000004,3696.5,1,1,1,111
14354.0,2011-12-04,5,2,56.4,1685.5,4,2,3,423
14355.0,2010-12-09,365,1,17.700000000000003,2860.0,1,1,2,112
14356.0,2011-09-21,79,2,35.4,2208.0,2,2,2,222
14357.0,2011-10-27,43,1,7.5,3522.0,3,1,1,311
14359.0,2011-11-20,19,3,40.4,2031.0,3,3,2,332
14360.0,2011-11-08,31,4,71.1,1449.0,3,3,3,333
14362.0,2011-11-17,22,1,4.25,3671.5,3,1,1,311
14364.0,2011-08-23,108,8,562.06,215.0,2,4,4,244
14367.0,2011-12-01,8,16,538.9499999999999,224.0,4,4,4,444
14368.0,2011-01-24,319,1,17.0,2929.5,1,1,1,111
14371.0,2011-02-17,295,1,19.8,2734.5,1,1,2,112
14373.0,2010-12-16,358,1,25.5,2507.5,1,1,2,112
14375.0,2011-06-07,185,1,2.95,3741.5,1,1,1,111
14377.0,2011-06-01,191,2,195.14999999999998,631.0,1,2,4,124
14379.0,2011-10-26,44,2,35.85,2168.5,3,2,2,322
14381.0,2011-10-18,52,1,2.6,3754.5,2,1,1,211
14382.0,2011-11-13,26,1,10.5,3332.0,3,1,1,311
14383.0,2011-11-01,38,3,83.8,1271.0,3,3,3,333
14385.0,2011-11-30,9,3,51.15,1779.5,4,3,3,433
14386.0,2011-02-16,296,1,31.8,2323.5,1,1,2,112
14387.0,2011-11-07,32,3,42.0,1993.5,3,3,2,332
14388.0,2011-11-29,10,7,111.27,1039.0,4,4,3,443
14389.0,2011-10-05,65,2,49.6,1835.0,2,2,3,223
14390.0,2011-11-29,10,8,142.14,843.0,4,4,4,444
14393.0,2011-05-05,218,1,17.25,2917.0,1,1,1,111
14395.0,2011-12-07,2,8,68.4,1492.5,4,4,3,443
14396.0,2011-10-05,65,1,4.2,3679.5,2,1,1,211
14397.0,2011-12-07,2,19,719.72,174.0,4,4,4,444
14400.0,2011-07-13,149,1,15.0,3106.0,1,1,1,111
14401.0,2011-12-05,4,13,352.02000000000004,347.0,4,4,4,444
14403.0,2011-08-01,130,4,278.1,458.0,2,3,4,234
14404.0,2011-11-06,33,5,139.17000000000002,864.0,3,3,4,334
14406.0,2011-08-12,119,1,20.8,2663.0,2,1,2,212
14407.0,2011-08-24,107,6,471.85,257.0,2,4,4,244
14408.0,2011-11-29,10,7,180.8,669.0,4,4,4,444
14409.0,2011-09-29,71,4,68.6,1487.0,2,3,3,233
14410.0,2011-09-08,92,9,134.08,896.0,2,4,4,244
14411.0,2011-02-02,310,1,91.80000000000001,1189.5,1,1,3,113
14412.0,2011-10-28,42,2,47.1,1881.0,3,2,3,323
14413.0,2010-12-12,362,1,0.95,3838.5,1,1,1,111
14414.0,2011-09-09,91,7,82.24000000000001,1290.0,2,4,3,243
14415.0,2011-12-08,1,13,168.28000000000003,722.0,4,4,4,444
14416.0,2011-11-17,22,2,39.5,2075.5,3,2,2,322
14418.0,2011-12-06,3,3,39.54,2074.0,4,3,2,432
14419.0,2011-11-29,10,6,29.5,2415.0,4,4,2,442
14420.0,2011-09-01,99,1,19.799999999999997,2754.5,2,1,2,212
14421.0,2011-10-13,57,2,37.199999999999996,2141.5,2,2,2,222
14422.0,2011-12-09,0,6,156.1,778.5,4,4,4,444
14423.0,2011-05-05,218,1,163.2,748.0,1,1,4,114
14424.0,2011-11-22,17,1,322.08,384.0,4,1,4,414
14426.0,2011-11-16,23,10,282.02000000000004,452.0,3,4,4,344
14427.0,2011-10-20,50,2,46.64,1896.0,2,2,3,223
14428.0,2011-12-02,7,5,114.33,1021.0,4,3,3,433
14431.0,2011-02-10,302,1,30.599999999999998,2354.5,1,1,2,112
14432.0,2011-11-30,9,6,71.52,1442.0,4,4,3,443
14434.0,2011-11-18,21,6,649.2,186.0,3,4,4,344
14436.0,2011-09-02,98,1,12.5,3259.5,2,1,1,211
14437.0,2010-12-09,365,1,15.0,3106.0,1,1,1,111
14438.0,2011-02-06,306,1,7.5,3522.0,1,1,1,111
14440.0,2011-12-01,8,5,152.12,794.0,4,3,4,434
14441.0,2011-12-09,0,4,90.20000000000002,1203.0,4,3,3,433
14443.0,2011-10-17,53,3,42.17999999999999,1987.0,2,3,2,232
14446.0,2011-12-09,0,4,30.2,2370.0,4,3,2,432
14447.0,2011-11-21,18,5,94.5,1171.0,3,3,3,333
14448.0,2011-11-30,9,2,38.7,2096.0,4,2,2,422
14449.0,2011-11-21,18,3,9.41,3425.0,3,3,1,331
14450.0,2011-06-12,180,3,27.4,2458.0,1,3,2,132
14451.0,2011-10-10,60,2,18.299999999999997,2811.0,2,2,2,222
14452.0,2011-11-29,10,2,8.25,3480.0,4,2,1,421
14453.0,2011-06-02,190,1,5.75,3590.0,1,1,1,111
14456.0,2011-12-04,5,9,50.39999999999999,1800.5,4,4,3,443
14457.0,2011-02-02,310,1,45.0,1930.5,1,1,2,112
14459.0,2011-07-07,155,1,76.5,1378.5,1,1,3,113
14460.0,2011-08-21,110,3,109.19999999999999,1049.0,2,3,3,233
14461.0,2011-07-14,148,3,49.5,1837.5,1,3,3,133
14462.0,2011-10-04,66,11,122.46,958.0,2,4,4,244
14463.0,2011-09-02,98,3,229.79999999999998,535.0,2,3,4,234
14465.0,2011-04-07,246,3,27.490000000000002,2455.0,1,3,2,132
14466.0,2011-11-10,29,6,218.85,562.0,3,4,4,344
14467.0,2011-11-22,17,4,24.25,2563.0,4,3,2,432
14470.0,2011-11-28,11,2,18.15,2814.0,4,2,2,422
14472.0,2011-08-28,103,8,57.410000000000004,1674.0,2,4,3,243
14473.0,2011-09-26,74,2,123.16,953.5,2,2,4,224
14474.0,2011-10-24,46,1,11.7,3296.0,3,1,1,311
14475.0,2011-09-29,71,3,42.36000000000001,1981.0,2,3,2,232
14476.0,2011-03-27,257,1,5.9,3579.5,1,1,1,111
14477.0,2011-11-20,19,4,564.6,214.0,3,3,4,334
14479.0,2011-03-31,253,2,32.45,2305.0,1,2,2,122
14480.0,2011-11-28,11,1,20.28,2694.0,4,1,2,412
14481.0,2011-06-28,164,2,35.4,2208.0,1,2,2,122
14482.0,2011-11-21,18,6,55.879999999999995,1693.0,3,4,3,343
14483.0,2011-03-03,281,1,8.850000000000001,3447.0,1,1,1,111
14484.0,2011-10-20,50,1,20.4,2682.5,2,1,2,212
14485.0,2011-11-01,38,1,1.65,3811.5,3,1,1,311
14487.0,2011-11-13,26,5,37.9,2121.0,3,3,2,332
14488.0,2011-10-03,67,1,30.0,2386.5,2,1,2,212
14489.0,2011-05-16,207,1,29.88,2400.0,1,1,2,112
14491.0,2011-06-17,175,1,19.799999999999997,2754.5,1,1,2,112
14493.0,2011-12-02,7,5,141.54000000000002,849.0,4,3,4,434
14494.0,2011-11-14,25,1,17.4,2898.0,3,1,1,311
14495.0,2011-10-20,50,2,41.6,2005.0,2,2,2,222
14496.0,2011-02-01,311,1,22.5,2622.0,1,1,2,112
14497.0,2011-02-03,309,1,15.6,3037.0,1,1,1,111
14498.0,2011-10-28,42,5,52.94,1755.0,3,3,3,333
14499.0,2011-11-13,26,3,20.099999999999998,2703.0,3,3,2,332
14500.0,2011-09-12,88,3,84.75,1259.0,2,3,3,233
14501.0,2011-06-09,183,2,44.74,1938.0,1,2,2,122
14502.0,2011-11-20,19,11,241.51999999999998,509.0,3,4,4,344
14503.0,2011-12-06,3,6,291.0,433.0,4,4,4,444
14504.0,2011-10-23,47,4,27.67,2449.0,3,3,2,332
14505.0,2011-11-22,17,8,65.54,1543.0,4,4,3,443
14506.0,2011-11-22,17,4,65.85,1538.0,4,3,3,433
14507.0,2011-11-16,23,6,345.15000000000003,355.0,3,4,4,344
14508.0,2011-11-17,22,2,10.74,3319.0,3,2,1,321
14511.0,2011-11-28,11,5,94.50000000000001,1170.0,4,3,3,433
14512.0,2011-06-05,187,2,24.15,2564.0,1,2,2,122
14513.0,2011-08-31,100,3,194.89000000000001,634.0,2,3,4,234
14514.0,2011-10-09,61,3,78.75,1348.0,2,3,3,233
14515.0,2011-11-22,17,6,85.03,1256.0,4,4,3,443
14517.0,2011-11-06,33,2,63.0,1586.0,3,2,3,323
14518.0,2011-10-06,64,1,0.95,3838.5,2,1,1,211
14520.0,2011-12-08,1,2,175.2,699.5,4,2,4,424
14522.0,2011-11-15,24,4,288.84000000000003,437.0,3,3,4,334
14523.0,2011-08-23,108,1,12.5,3259.5,2,1,1,211
14524.0,2011-11-08,31,9,164.26000000000002,744.0,3,4,4,344
14525.0,2011-11-20,19,9,96.13,1155.0,3,4,3,343
14527.0,2011-12-07,2,54,583.5099999999999,208.0,4,4,4,444
14528.0,2011-11-02,37,1,4.35,3664.5,3,1,1,311
14529.0,2011-10-10,60,3,3.37,3721.0,2,3,1,231
14530.0,2011-11-14,25,6,154.25,786.0,3,4,4,344
14532.0,2011-04-17,236,4,62.599999999999994,1597.0,1,3,3,133
14533.0,2011-11-15,24,7,216.72,567.0,3,4,4,344
14534.0,2011-12-07,2,18,267.09999999999997,471.0,4,4,4,444
14535.0,2011-10-10,60,3,38.4,2105.0,2,3,2,232
14536.0,2011-03-25,259,1,0.85,3845.5,1,1,1,111
14537.0,2011-10-13,57,1,49.800000000000004,1823.0,2,1,3,213
14538.0,2011-10-06,64,2,50.7,1789.5,2,2,3,223
14539.0,2011-11-24,15,2,34.8,2227.0,4,2,2,422
14540.0,2011-11-30,9,3,38.95,2091.0,4,3,2,432
14541.0,2011-10-12,58,8,153.81,788.0,2,4,4,244
14542.0,2011-06-07,185,1,17.0,2929.5,1,1,1,111
14543.0,2011-11-11,28,16,928.5499999999998,135.0,3,4,4,344
14544.0,2011-11-15,24,2,35.199999999999996,2212.0,3,2,2,322
14546.0,2011-12-04,5,5,69.96000000000001,1467.0,4,3,3,433
14547.0,2011-12-06,3,8,90.34,1201.0,4,4,3,443
14548.0,2011-07-12,150,2,326.4,377.5,1,2,4,124
14549.0,2011-02-01,311,1,8.25,3480.0,1,1,1,111
14550.0,2011-11-29,10,2,20.78,2670.0,4,2,2,422
14551.0,2011-11-21,18,2,27.64,2450.0,3,2,2,322
14552.0,2011-07-11,151,1,3.38,3720.0,1,1,1,111
14553.0,2011-11-20,19,5,38.650000000000006,2099.0,3,3,2,332
14554.0,2011-11-29,10,4,111.92000000000002,1034.0,4,3,3,433
14555.0,2011-10-13,57,2,38.8,2093.0,2,2,2,222
14557.0,2011-09-15,85,1,69.6,1472.0,2,1,3,213
14560.0,2011-12-02,7,22,888.7799999999999,142.0,4,4,4,444
14561.0,2011-09-25,75,3,34.2,2251.0,2,3,2,232
14562.0,2011-12-06,3,18,295.92,424.0,4,4,4,444
14565.0,2011-09-05,95,4,67.25999999999999,1514.5,2,3,3,233
14567.0,2011-10-14,56,2,94.80000000000001,1167.0,2,2,3,223
14569.0,2011-12-08,1,1,1.95,3790.5,4,1,1,411
14570.0,2011-03-04,280,2,6.75,3549.0,1,2,1,121
14572.0,2011-12-06,3,7,98.0,1142.0,4,4,3,443
14573.0,2011-06-13,179,8,42.150000000000006,1988.0,1,4,2,142
14577.0,2011-11-27,12,4,31.7,2328.0,4,3,2,432
14578.0,2011-12-06,3,1,28.080000000000002,2441.0,4,1,2,412
14581.0,2011-11-23,16,1,15.600000000000001,3031.0,4,1,1,411
14582.0,2011-10-30,40,1,19.9,2720.5,3,1,2,312
14583.0,2011-12-04,5,5,18.770000000000003,2793.0,4,3,2,432
14584.0,2011-06-23,169,4,31.5,2333.5,1,3,2,132
14585.0,2011-10-20,50,1,1.66,3806.0,2,1,1,211
14586.0,2011-03-08,276,1,15.0,3106.0,1,1,1,111
14587.0,2011-11-21,18,9,68.95000000000002,1482.0,3,4,3,343
14591.0,2011-11-24,15,4,124.25999999999999,948.0,4,3,4,434
14592.0,2011-11-04,35,3,7.54,3516.0,3,3,1,331
14593.0,2011-11-18,21,3,9.290000000000001,3436.0,3,3,1,331
14594.0,2011-12-02,7,1,0.85,3845.5,4,1,1,411
14595.0,2011-11-20,19,6,89.94,1212.0,3,4,3,343
14597.0,2011-11-28,11,2,37.71,2127.0,4,2,2,422
14598.0,2011-10-26,44,1,1.7,3800.5,3,1,1,311
14600.0,2011-02-07,305,1,15.0,3106.0,1,1,1,111
14601.0,2011-11-29,10,1,90.0,1208.0,4,1,3,413
14603.0,2011-03-10,274,1,150.0,801.0,1,1,4,114
14606.0,2011-12-08,1,90,1012.6200000000002,125.0,4,4,4,444
14607.0,2011-11-24,15,14,5754.18,17.0,4,4,4,444
14608.0,2011-12-05,4,4,532.0,228.0,4,3,4,434
14609.0,2011-09-28,72,4,601.5600000000001,201.0,2,3,4,234
14616.0,2011-04-11,242,3,406.08000000000004,308.0,1,3,4,134
14618.0,2011-11-30,9,3,109.8,1044.0,4,3,3,433
14619.0,2011-04-08,245,1,19.9,2720.5,1,1,2,112
14620.0,2011-05-18,205,2,18.18,2812.0,1,2,2,122
14621.0,2011-12-08,1,5,143.6,833.0,4,3,4,434
14622.0,2011-06-08,184,1,20.8,2663.0,1,1,2,112
14623.0,2011-11-07,32,5,32.31,2312.0,3,3,2,332
14624.0,2011-10-13,57,2,35.1,2217.5,2,2,2,222
14625.0,2011-05-27,196,2,30.5,2360.0,1,2,2,122
14626.0,2011-11-16,23,4,65.88,1536.0,3,3,3,333
14628.0,2011-09-09,91,2,54.6,1716.5,2,2,3,223
14629.0,2011-12-05,4,2,19.45,2781.0,4,2,2,422
14631.0,2011-10-20,50,3,114.30000000000001,1022.0,2,3,3,233
14632.0,2011-03-22,262,1,15.9,3012.0,1,1,1,111
14633.0,2011-03-18,266,1,15.8,3023.0,1,1,1,111
14636.0,2011-11-03,36,2,62.46,1599.0,3,2,3,323
14638.0,2011-10-20,50,1,57.800000000000004,1670.0,2,1,3,213
14639.0,2011-10-18,52,6,125.08999999999999,943.0,2,4,4,244
14640.0,2011-11-15,24,6,188.91000000000003,646.0,3,4,4,344
14641.0,2011-11-18,21,1,39.599999999999994,2070.0,3,1,2,312
14642.0,2011-10-12,58,1,19.8,2734.5,2,1,2,212
14643.0,2011-06-22,170,2,30.759999999999998,2346.0,1,2,2,122
14644.0,2011-10-03,67,2,107.34000000000002,1063.0,2,2,3,223
14645.0,2011-07-06,156,2,39.099999999999994,2085.0,1,2,2,122
14647.0,2011-05-22,201,1,9.9,3404.5,1,1,1,111
14649.0,2011-12-05,4,4,52.75,1758.0,4,3,3,433
14651.0,2011-10-03,67,2,9.39,3426.0,2,2,1,221
14652.0,2011-09-23,77,1,4.25,3671.5,2,1,1,211
14653.0,2011-12-08,1,7,82.91999999999999,1283.0,4,4,3,443
14655.0,2011-12-01,8,4,81.55000000000001,1301.0,4,3,3,433
14656.0,2011-06-23,169,2,22.7,2612.0,1,2,2,122
14657.0,2011-11-22,17,4,33.52,2272.0,4,3,2,432
14658.0,2011-12-04,5,2,3.74,3715.0,4,2,1,421
14659.0,2011-12-01,8,9,119.48,987.0,4,4,3,443
14660.0,2011-09-14,86,2,8.64,3454.0,2,2,1,221
14661.0,2011-11-13,26,1,0.85,3845.5,3,1,1,311
14662.0,2011-11-11,28,4,12.65,3243.5,3,3,1,331
14664.0,2011-11-20,19,2,22.4,2631.0,3,2,2,322
14665.0,2011-10-10,60,5,198.39999999999998,624.0,2,3,4,234
14666.0,2011-11-15,24,1,6.6,3558.0,3,1,1,311
14667.0,2011-11-29,10,24,395.17,313.0,4,4,4,444
14669.0,2011-04-12,241,3,27.35,2459.5,1,3,2,132
14670.0,2011-03-04,280,2,13.9,3195.0,1,2,1,121
14672.0,2011-04-19,234,2,17.55,2879.5,1,2,2,122
14673.0,2011-12-06,3,4,141.6,848.0,4,3,4,434
14675.0,2011-11-23,16,1,1.65,3811.5,4,1,1,411
14676.0,2011-11-08,31,6,492.6,246.0,3,4,4,344
14680.0,2011-11-14,25,15,2111.2599999999998,61.0,3,4,4,344
14681.0,2011-09-29,71,3,120.0,983.5,2,3,3,233
14682.0,2011-06-05,187,2,52.0,1770.5,1,2,3,123
14684.0,2011-11-14,25,5,11.48,3306.0,3,3,1,331
14687.0,2011-08-25,106,1,10.2,3358.5,2,1,1,211
14688.0,2011-12-02,7,20,779.2299999999999,164.0,4,4,4,444
14689.0,2011-05-15,208,1,7.95,3495.5,1,1,1,111
14690.0,2011-10-26,44,2,19.5,2775.5,3,2,2,322
14691.0,2011-11-09,30,5,180.89999999999998,668.0,3,3,4,334
14692.0,2011-07-25,137,4,37.050000000000004,2143.0,1,3,2,132
14693.0,2011-03-20,264,1,4.25,3671.5,1,1,1,111
14696.0,2011-12-05,4,6,97.12,1148.0,4,4,3,443
14697.0,2011-05-05,218,2,22.63,2615.0,1,2,2,122
14698.0,2011-12-08,1,5,35.4,2208.0,4,3,2,432
14699.0,2011-05-09,214,1,12.600000000000001,3250.0,1,1,1,111
14700.0,2011-11-07,32,3,22.45,2628.0,3,3,2,332
14701.0,2011-11-29,10,9,170.28999999999996,715.0,4,4,4,444
14702.0,2011-12-08,1,17,164.12000000000003,746.0,4,4,4,444
14703.0,2011-11-25,14,1,16.5,2972.0,4,1,1,411
14704.0,2011-11-28,11,9,72.94999999999999,1421.0,4,4,3,443
14705.0,2011-05-25,198,1,179.0,674.5,1,1,4,114
14708.0,2011-12-07,2,2,141.89999999999998,846.0,4,2,4,424
14709.0,2011-11-24,15,13,265.1,475.0,4,4,4,444
14710.0,2011-11-25,14,4,44.559999999999995,1943.0,4,3,2,432
14711.0,2011-11-29,10,11,389.54999999999995,316.0,4,4,4,444
14712.0,2011-11-10,29,3,164.65,742.0,3,3,4,334
14713.0,2011-11-30,9,11,228.07,538.0,4,4,4,444
14714.0,2011-11-15,24,1,9.899999999999999,3410.5,3,1,1,311
14715.0,2011-11-15,24,4,104.8,1086.5,3,3,3,333
14716.0,2011-10-27,43,2,7.19,3532.0,3,2,1,321
14719.0,2011-12-08,1,5,54.65,1714.0,4,3,3,433
14720.0,2011-12-04,5,3,45.75,1910.0,4,3,3,433
14722.0,2011-07-15,147,1,7.95,3495.5,1,1,1,111
14723.0,2011-11-29,10,4,19.0,2789.0,4,3,2,432
14725.0,2011-11-15,24,1,12.5,3259.5,3,1,1,311
14727.0,2011-03-10,274,1,50.849999999999994,1787.0,1,1,3,113
14730.0,2011-12-08,1,8,41.949999999999996,1995.0,4,4,2,442
14731.0,2011-10-23,47,3,46.2,1906.0,3,3,3,333
14732.0,2011-12-01,8,8,150.84,797.0,4,4,4,444
14733.0,2011-11-23,16,11,464.6600000000001,262.0,4,4,4,444
14735.0,2011-12-06,3,32,1309.56,99.0,4,4,4,444
14737.0,2011-12-06,3,3,318.0,392.0,4,3,4,434
14738.0,2011-10-28,42,7,167.89999999999998,723.0,3,4,4,344
14739.0,2011-12-05,4,6,432.9,288.0,4,4,4,444
14740.0,2011-05-26,197,3,42.239999999999995,1986.0,1,3,2,132
14741.0,2011-11-28,11,5,219.10000000000002,559.0,4,3,4,434
14744.0,2011-11-23,16,6,67.38,1513.0,4,4,3,443
14745.0,2011-08-19,112,5,145.60000000000002,819.0,2,3,4,234
14747.0,2011-04-04,249,1,33.9,2265.5,1,1,2,112
14748.0,2011-11-10,29,3,45.47999999999999,1916.0,3,3,3,333
14752.0,2011-10-27,43,1,208.79999999999998,585.5,3,1,4,314
14753.0,2011-09-13,87,1,17.85,2832.5,2,1,2,212
14754.0,2011-10-26,44,2,31.5,2333.5,3,2,2,322
14755.0,2011-11-30,9,11,280.39,454.0,4,4,4,444
14756.0,2011-11-24,15,1,20.8,2663.0,4,1,2,412
14757.0,2011-09-25,75,1,34.5,2244.0,2,1,2,212
14758.0,2011-07-18,144,4,83.32,1275.0,1,3,3,133
14759.0,2011-12-05,4,3,54.25,1725.5,4,3,3,433
14760.0,2011-02-15,297,1,10.2,3358.5,1,1,1,111
14761.0,2011-10-12,58,2,56.699999999999996,1683.0,2,2,3,223
14762.0,2011-03-21,263,1,15.0,3106.0,1,1,1,111
14764.0,2011-10-24,46,1,67.2,1517.0,3,1,3,313
14765.0,2011-11-10,29,3,36.95,2148.0,3,3,2,332
14766.0,2011-12-01,8,5,108.03,1058.0,4,3,3,433
14768.0,2011-11-22,17,2,94.80000000000001,1167.0,4,2,3,423
14769.0,2011-12-07,2,8,131.46,910.0,4,4,4,444
14770.0,2011-04-21,232,2,25.5,2507.5,1,2,2,122
